date,pair,target,prediction,error,rolling_std,signal
2016-10-07,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4493305164467765,1.4549324199586724,-0.005601903511895934,0.02996382709039075,0
2016-10-10,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4633154443095568,1.4564767443460866,0.006838699963470196,0.033556852260083224,0
2016-10-11,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.467702101735954,1.4543807063250294,0.013321395410924586,0.03705589399385388,0
2016-10-12,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.467702101735954,1.4576164211632687,0.010085680572685218,0.03979720210434904,0
2016-10-13,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4738559673103322,1.456728528262545,0.01712743904778713,0.0425138591671846,0
2016-10-14,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4738559673103322,1.4709867726250538,0.0028691946852783534,0.04291264647068338,0
2016-10-17,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.461510131488033,1.4739960148466895,-0.012485883358656524,0.04298945481990725,0
2016-10-18,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4490099687238014,1.4681529786611531,-0.01914300993735174,0.041853470106961346,0
2016-10-19,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4490099687238014,1.468391559449007,-0.01938159072520551,0.04188843452548204,0
2016-10-21,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.451719495343007,1.4698663785776176,-0.018146883234610556,0.04187254962299853,0
2016-10-24,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.451719495343007,1.4707542714783413,-0.01903477613533422,0.041696568219649614,0
2016-10-25,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4391407131361473,1.4707542714783413,-0.031613558342193926,0.039839768871683515,0
2016-10-26,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4579500450936436,1.4710131456327324,-0.013063100539088879,0.035922818820296576,0
2016-10-27,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4579500450936436,1.4710131456327324,-0.013063100539088879,0.03142071960458596,0
2016-10-28,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4641420153415645,1.4710131456327324,-0.006871130291167926,0.02916790689535538,0
2016-10-07,Bamburi Cement Ltd_KCB Group Plc,2.041732826668174,2.112830801262804,-0.07109797459462985,0.08289663330608514,0
2016-10-10,Bamburi Cement Ltd_KCB Group Plc,2.0728659061258496,2.0360604772325352,0.036805428893314396,0.07778329107307194,0
2016-10-11,Bamburi Cement Ltd_KCB Group Plc,2.1178895874998047,2.122078365087562,-0.004188777587757375,0.07405114491579196,0
2016-10-12,Bamburi Cement Ltd_KCB Group Plc,2.1241592005134,2.1437227911081767,-0.01956359059477686,0.06913784131129383,0
2016-10-13,Bamburi Cement Ltd_KCB Group Plc,2.1549308591801535,2.1510747096381087,0.003856149542044829,0.0597616876055789,0
2016-10-14,Bamburi Cement Ltd_KCB Group Plc,2.1549308591801535,2.1529638935333835,0.0019669656467700136,0.060286672020294904,0
2016-10-17,Bamburi Cement Ltd_KCB Group Plc,2.134483210432063,2.152294931356029,-0.017811720923966323,0.0602783903865949,0
2016-10-18,Bamburi Cement Ltd_KCB Group Plc,2.109637211845532,2.150215535919052,-0.04057832407352002,0.060071049573102726,0
2016-10-19,Bamburi Cement Ltd_KCB Group Plc,2.109637211845532,2.132986698992971,-0.023349487147438897,0.059771368020702036,0
2016-10-21,Bamburi Cement Ltd_KCB Group Plc,2.115906824859127,2.133783834773061,-0.01787700991393404,0.05942286012172838,0
2016-10-24,Bamburi Cement Ltd_KCB Group Plc,2.1033280426522674,2.132308068380524,-0.028980025728256642,0.055299243991315236,0
2016-10-25,Bamburi Cement Ltd_KCB Group Plc,2.105231190627881,2.1247620416395065,-0.01953085101162566,0.05290275220390248,0
2016-10-26,Bamburi Cement Ltd_KCB Group Plc,2.109637211845532,2.125377148660878,-0.015739936815346134,0.05085552746073614,0
2016-10-27,Bamburi Cement Ltd_KCB Group Plc,2.1178895874998047,2.1202639129567094,-0.0023743254569046357,0.051691016675707246,0
2016-10-28,Bamburi Cement Ltd_KCB Group Plc,2.109637211845532,2.1285793840340856,-0.018942172188553652,0.04932122857000177,0
2016-10-31,Kenya Airways Plc_Car and General (K) Ltd,2.162560989351485,2.034783441382414,0.12777754796907104,0.17590797701743247,0
2016-11-01,Kenya Airways Plc_Car and General (K) Ltd,2.162560989351485,2.0088342207346255,0.15372676861685974,0.17030974507941685,0
2016-11-02,Kenya Airways Plc_Car and General (K) Ltd,2.192192786957856,2.0088342207346255,0.18335856622323066,0.165111371495722,0
2016-11-04,Kenya Airways Plc_Car and General (K) Ltd,2.213854283739036,2.0019224137679004,0.21193186997113544,0.15985755987170508,0
2016-11-07,Kenya Airways Plc_Car and General (K) Ltd,2.255818482838068,1.9984364409251805,0.2573820419128874,0.15375909568305487,0
2016-11-08,Kenya Airways Plc_Car and General (K) Ltd,2.192192786957856,1.9984364409251805,0.19375634603267566,0.14771307301812453,0
2016-11-09,Kenya Airways Plc_Car and General (K) Ltd,2.213854283739036,1.9967076336121534,0.2171466501268824,0.13951175575604663,0
2016-11-10,Kenya Airways Plc_Car and General (K) Ltd,2.2209717515079,1.9730357468345188,0.24793600467338117,0.12722225998831124,0
2016-11-11,Kenya Airways Plc_Car and General (K) Ltd,2.2209717515079,1.9397465687347182,0.28122518277318176,0.11929736829996945,-1
2016-11-14,Kenya Airways Plc_Car and General (K) Ltd,2.2209717515079,1.9350385648213415,0.2859331866865584,0.11178044123191588,-1
2016-11-15,Kenya Airways Plc_Car and General (K) Ltd,2.199465546286936,1.933173081143628,0.26629246514330807,0.1043690231106386,-1
2016-11-16,Kenya Airways Plc_Car and General (K) Ltd,2.1848667468657834,1.9271677796533575,0.2576989672124259,0.09931820712144794,-1
2016-11-17,Kenya Airways Plc_Car and General (K) Ltd,2.177486639568161,1.9226938570845191,0.254792782483642,0.09842191803527756,-1
2016-11-18,Kenya Airways Plc_Car and General (K) Ltd,2.162560989351485,1.9152778519386766,0.2472831374128086,0.09871455223531028,-1
2016-11-21,Kenya Airways Plc_Car and General (K) Ltd,2.124242125049349,1.902296123915349,0.22194600113399976,0.09820467329069218,-1
2016-10-31,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4764121079333787,1.4630492972556777,0.013362810677701065,0.028628375563173724,0
2016-11-01,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.4885334684657237,1.4659308244169043,0.022602644048819398,0.029607288630911045,0
2016-11-02,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.512344117159442,1.4667139158111613,0.045630201348280774,0.030852109608337244,0
2016-11-04,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.5240401569226332,1.467874054492959,0.056166102429674236,0.02984589055711811,0
2016-11-07,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.5240401569226332,1.467063350184898,0.0569768067377352,0.025581898004008136,-1
2016-11-08,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.512344117159442,1.467063350184898,0.045280766974544084,0.027031393862062738,0
2016-11-09,ABSA Bank Kenya Plc_Car and General (K) Ltd,1.5240401569226332,1.4676392729646253,0.05640088395800791,0.02921195216511395,0
